geoid,name,percent_high_school,percent_vehicle,percent_employed,percent_not_disabled,gini_index,reverse_gini,resilience
51820003100,"Census Tract 31, Waynesboro city, Virginia",87.9,81.3,100,85.5,0.3908,60.92,0.83124
51800075404,"Census Tract 754.04, Suffolk city, Virginia",97.4,99,97.5,89.4,0.4323,56.77,0.88014
51163930302,"Census Tract 9303.02, Rockbridge County, Virginia",90,97.5,95.8,91.7,0.5194,48.06,0.84612
51550020808,"Census Tract 208.08, Chesapeake city, Virginia",91.1,95.9,95.9,90.9,0.3918,60.82,0.86924
51013101803,"Census Tract 1018.03, Arlington County, Virginia",97.2,82,97.2,96.6,0.4702,52.98,0.85196
51153901228,"Census Tract 9012.28, Prince William County, Virginia",88.6,99,95.2,93.3,0.3127,68.73,0.88966
51059430203,"Census Tract 4302.03, Fairfax County, Virginia",95.9,98.6,93.9,95.5,0.3919,60.81,0.88942
51059430802,"Census Tract 4308.02, Fairfax County, Virginia",96.1,97.9,99.2,95.3,0.3953,60.47,0.89794
51059451501,"Census Tract 4515.01, Fairfax County, Virginia",81.8,87.2,95.6,91,0.4599,54.01,0.81922
51810043400,"Census Tract 434, Virginia Beach city, Virginia",99.5,87.8,97.9,94.4,0.4334,56.66,0.87252
51540000501,"Census Tract 5.01, Charlottesville city, Virginia",85.7,83.7,96.6,92.4,0.4536,54.64,0.82608
51760050400,"Census Tract 504, Richmond city, Virginia",99.6,99.2,98.6,94.3,0.4429,55.71,0.89482
51650010104,"Census Tract 101.04, Hampton city, Virginia",91.2,94.1,98.6,87.3,0.4466,55.34,0.85308
51700032212,"Census Tract 322.12, Newport News city, Virginia",87.1,92.9,95,82.1,0.4708,52.92,0.82004
51800065100,"Census Tract 651, Suffolk city, Virginia",77.6,81.3,86,90.9,0.3737,62.63,0.79686
51041100206,"Census Tract 1002.06, Chesterfield County, Virginia",94.9,96.2,97.2,86.8,0.3319,66.81,0.88382
51510201602,"Census Tract 2016.02, Alexandria city, Virginia",96.9,87,95.1,93.8,0.3169,68.31,0.88222
51027010200,"Census Tract 102, Buchanan County, Virginia",60.4,87.5,90.9,68.9,0.3809,61.91,0.73922
51087200302,"Census Tract 2003.02, Henrico County, Virginia",89.7,97.5,97.9,93.2,0.4126,58.74,0.87408
51097950400,"Census Tract 9504, King and Queen County, Virginia",90.4,97.5,94.6,91.8,0.4272,57.28,0.86316
51059491403,"Census Tract 4914.03, Fairfax County, Virginia",90.7,99.6,98.1,97.3,0.3015,69.85,0.9111
51059450702,"Census Tract 4507.02, Fairfax County, Virginia",64.5,85.6,97.4,97.6,0.421,57.9,0.806
51059422402,"Census Tract 4224.02, Fairfax County, Virginia",95.6,98.4,96.2,92,0.3641,63.59,0.89158
51059482001,"Census Tract 4820.01, Fairfax County, Virginia",99.7,99.6,94.8,95.4,0.3632,63.68,0.90636
51059452600,"Census Tract 4526, Fairfax County, Virginia",82,97.9,97.3,93.9,0.3893,61.07,0.86434
51630000201,"Census Tract 2.01, Fredericksburg city, Virginia",95.1,87.6,97.3,90.4,0.4462,55.38,0.85156
51087200153,"Census Tract 2001.53, Henrico County, Virginia",82,95,91.9,95.3,0.4899,51.01,0.83042
51770002302,"Census Tract 23.02, Roanoke city, Virginia",89.3,87.4,94.7,90.1,0.3933,60.67,0.84434
51169030400,"Census Tract 304, Scott County, Virginia",82.6,96.8,98.9,79,0.4155,58.45,0.8315
51153901703,"Census Tract 9017.03, Prince William County, Virginia",64.3,91.7,96,97.8,0.3183,68.17,0.83594
51760070901,"Census Tract 709.01, Richmond city, Virginia",63.6,95,87.1,85.9,0.4105,58.95,0.7811
51510200202,"Census Tract 2002.02, Alexandria city, Virginia",99.8,98.8,96.1,95.2,0.3934,60.66,0.90112
51041100300,"Census Tract 1003, Chesterfield County, Virginia",78.8,88.3,93.5,83.7,0.3764,62.36,0.81332
51153900203,"Census Tract 9002.03, Prince William County, Virginia",80.4,99.7,90.7,91.3,0.342,65.8,0.8558
51760021000,"Census Tract 210, Richmond city, Virginia",90.5,60.2,88.4,81.9,0.5745,42.55,0.7271
51810045432,"Census Tract 454.32, Virginia Beach city, Virginia",94.2,99.3,96.7,93.9,0.31,69,0.9062
51111930200,"Census Tract 9302, Lunenburg County, Virginia",80.6,93.6,94.4,81,0.3891,61.09,0.82138
51550020908,"Census Tract 209.08, Chesapeake city, Virginia",96.3,100,80.1,88.9,0.4058,59.42,0.84944
51520020201,"Census Tract 202.01, Bristol city, Virginia",76.9,64.4,93.6,75.6,0.5617,43.83,0.70866
51059432100,"Census Tract 4321, Fairfax County, Virginia",95,97.9,94.5,91.5,0.425,57.5,0.8728
51153901212,"Census Tract 9012.12, Prince William County, Virginia",81,99.6,91.8,93.6,0.3989,60.11,0.85222
51175200200,"Census Tract 2002, Southampton County, Virginia",87.4,98.3,98.6,90.8,0.3936,60.64,0.87148
51710006000,"Census Tract 60, Norfolk city, Virginia",83.7,93.2,88.9,87.8,0.3667,63.33,0.83386
51710002300,"Census Tract 23, Norfolk city, Virginia",98.8,97.6,97.2,93.9,0.4491,55.09,0.88518
51590000100,"Census Tract 1, Danville city, Virginia",85.4,94.4,94.1,85.8,0.4003,59.97,0.83934
51810043600,"Census Tract 436, Virginia Beach city, Virginia",99.2,97.9,100,94.9,0.4496,55.04,0.89408
51810041003,"Census Tract 410.03, Virginia Beach city, Virginia",89,96,95.5,91.6,0.3256,67.44,0.87908
51013101900,"Census Tract 1019, Arlington County, Virginia",99.7,89.3,95.6,98.5,0.3986,60.14,0.88648
51013102500,"Census Tract 1025, Arlington County, Virginia",94.9,93.9,95.2,95.4,0.3335,66.65,0.8921
51041100807,"Census Tract 1008.07, Chesterfield County, Virginia",78.4,98.1,94.4,90,0.3091,69.09,0.85998
51041100924,"Census Tract 1009.24, Chesterfield County, Virginia",98,98.7,96.3,91.2,0.4893,51.07,0.87054
51550020600,"Census Tract 206, Chesapeake city, Virginia",94,96.3,97.3,88.4,0.4275,57.25,0.8665
51109950102,"Census Tract 9501.02, Louisa County, Virginia",89,95.2,93.3,85.2,0.4795,52.05,0.8295
51177020111,"Census Tract 201.11, Spotsylvania County, Virginia",93.6,98.9,94.2,92.1,0.3677,63.23,0.88406
51740211900,"Census Tract 2119, Portsmouth city, Virginia",84.3,88.9,99.1,81.3,0.4259,57.41,0.82202
51510200408,"Census Tract 2004.08, Alexandria city, Virginia",94.5,86.8,98.3,95.7,0.4476,55.24,0.86108
51013102003,"Census Tract 1020.03, Arlington County, Virginia",87.9,71.1,97.8,89.8,0.5831,41.69,0.77658
51650012000,"Census Tract 120, Hampton city, Virginia",91.1,83.1,95.1,87.5,0.3386,66.14,0.84588
51700032131,"Census Tract 321.31, Newport News city, Virginia",93.5,97.8,95.7,87.8,0.3373,66.27,0.88214
51650011001,"Census Tract 110.01, Hampton city, Virginia",97.3,98.1,98.1,95,0.396,60.4,0.8978
51107611022,"Census Tract 6110.22, Loudoun County, Virginia",94.5,97.6,98,97.2,0.3468,65.32,0.90524
51059471201,"Census Tract 4712.01, Fairfax County, Virginia",97.2,93.9,95.2,96.8,0.3336,66.64,0.89948
51177020107,"Census Tract 201.07, Spotsylvania County, Virginia",91.8,99.2,96,92.3,0.3448,65.52,0.88964
51013103505,"Census Tract 1035.05, Arlington County, Virginia",95.6,65.1,94.6,94.2,0.5154,48.46,0.79592
51153901419,"Census Tract 9014.19, Prince William County, Virginia",72.1,87.4,97.1,94.2,0.4684,53.16,0.80792
51810044007,"Census Tract 440.07, Virginia Beach city, Virginia",96.5,95.6,97.3,89.6,0.4222,57.78,0.87356
51125950300,"Census Tract 9503, Nelson County, Virginia",89,88.1,98.2,90.5,0.4709,52.91,0.83742
51087200138,"Census Tract 2001.38, Henrico County, Virginia",97.1,94.2,99.3,93.1,0.4222,57.78,0.88296
51810046017,"Census Tract 460.17, Virginia Beach city, Virginia",98,100,95.2,86.4,0.2875,71.25,0.9017
51087200135,"Census Tract 2001.35, Henrico County, Virginia",96.8,89.8,92.1,94.1,0.3559,64.41,0.87442
51760041300,"Census Tract 413, Richmond city, Virginia",89.9,86.4,96.8,89.8,0.5551,44.49,0.81478
51810046011,"Census Tract 460.11, Virginia Beach city, Virginia",96.1,95.8,98.9,91.1,0.3691,63.09,0.88998
51121020301,"Census Tract 203.01, Montgomery County, Virginia",99.3,77.9,95.4,95.6,0.6249,37.51,0.81142
51650011900,"Census Tract 119, Hampton city, Virginia",89.2,89.3,88.3,80.3,0.5029,49.71,0.79362
51710004100,"Census Tract 41, Norfolk city, Virginia",73.6,46.3,80.9,90.3,0.4753,52.47,0.68714
51059482507,"Census Tract 4825.07, Fairfax County, Virginia",95.2,98.5,93.4,97.7,0.3376,66.24,0.90208
51033030201,"Census Tract 302.01, Caroline County, Virginia",90.9,98,98.1,92.4,0.4139,58.61,0.87602
51117930300,"Census Tract 9303, Mecklenburg County, Virginia",88.5,90,98.1,85.8,0.4741,52.59,0.82998
51117930101,"Census Tract 9301.01, Mecklenburg County, Virginia",74.3,93.1,95.4,85,0.4667,53.33,0.80226
51003010202,"Census Tract 102.02, Albemarle County, Virginia",94.8,100,99.2,93.3,0.4283,57.17,0.88894
51087201404,"Census Tract 2014.04, Henrico County, Virginia",94.3,96.4,95.2,89.7,0.3568,64.32,0.87984
51087200201,"Census Tract 2002.01, Henrico County, Virginia",98.9,99.4,89.6,93.6,0.3479,65.21,0.89342
51087200503,"Census Tract 2005.03, Henrico County, Virginia",87,93,97.7,89.8,0.3645,63.55,0.8621
51087201602,"Census Tract 2016.02, Henrico County, Virginia",92.9,100,98.8,92.4,0.4442,55.58,0.87936
51087201002,"Census Tract 2010.02, Henrico County, Virginia",87.1,92.9,90.8,91.2,0.3432,65.68,0.85536
51760050500,"Census Tract 505, Richmond city, Virginia",98.2,98.3,95.1,93,0.5284,47.16,0.86352
51059490101,"Census Tract 4901.01, Fairfax County, Virginia",91.7,79.8,92.8,95.1,0.4233,57.67,0.83414
51059471303,"Census Tract 4713.03, Fairfax County, Virginia",96.6,92.8,98.7,93.4,0.4128,58.72,0.88044
51059471401,"Census Tract 4714.01, Fairfax County, Virginia",87.3,95,97.8,94.8,0.4329,56.71,0.86322
51059452101,"Census Tract 4521.01, Fairfax County, Virginia",87.7,99,94.3,92.7,0.4105,58.95,0.8653
51059491502,"Census Tract 4915.02, Fairfax County, Virginia",97.1,100,97.5,95.9,0.3324,66.76,0.91452
51059490502,"Census Tract 4905.02, Fairfax County, Virginia",95.1,88.4,95.5,92,0.342,65.8,0.8736
51059492202,"Census Tract 4922.02, Fairfax County, Virginia",98.5,100,96.9,96.1,0.3423,65.77,0.91454
51059451900,"Census Tract 4519, Fairfax County, Virginia",89.8,94.5,96,91.9,0.4423,55.77,0.85594
51059480100,"Census Tract 4801, Fairfax County, Virginia",97,98.5,93.9,94.9,0.4761,52.39,0.87338
51059431801,"Census Tract 4318.01, Fairfax County, Virginia",94.7,97.5,94.8,96.2,0.3202,67.98,0.90236
51059480401,"Census Tract 4804.01, Fairfax County, Virginia",98.1,99.4,96.5,96.2,0.3799,62.01,0.90442
51059470500,"Census Tract 4705, Fairfax County, Virginia",95.6,90.1,99.4,98,0.4913,50.87,0.86794
51059460100,"Census Tract 4601, Fairfax County, Virginia",95.2,98.9,95.5,97,0.469,53.1,0.8794
51059461100,"Census Tract 4611, Fairfax County, Virginia",94.4,94,96.1,96.9,0.4547,54.53,0.87186
51059481900,"Census Tract 4819, Fairfax County, Virginia",94.8,94.1,90.4,96.5,0.4708,52.92,0.85744
51119950900,"Census Tract 9509, Middlesex County, Virginia",88.2,98.3,91,86.2,0.4311,56.89,0.84118
51059460800,"Census Tract 4608, Fairfax County, Virginia",97.1,82.8,96.3,96.1,0.4708,52.92,0.85044
51059421702,"Census Tract 4217.02, Fairfax County, Virginia",92.8,98.3,95.9,97.1,0.2608,73.92,0.91604
51059450701,"Census Tract 4507.01, Fairfax County, Virginia",93.1,99.5,97.6,96.5,0.3206,67.94,0.90928
51059452000,"Census Tract 4520, Fairfax County, Virginia",86,82,98.9,93,0.4188,58.12,0.83604
51059450400,"Census Tract 4504, Fairfax County, Virginia",88.6,98.8,94.7,91.6,0.4518,54.82,0.85704
51059452502,"Census Tract 4525.02, Fairfax County, Virginia",87.9,94.3,98.2,92,0.3695,63.05,0.8709
51059415800,"Census Tract 4158, Fairfax County, Virginia",96.6,97,96.2,95,0.3808,61.92,0.89344
51059415700,"Census Tract 4157, Fairfax County, Virginia",97.6,100,98,97.7,0.2891,71.09,0.92878
51059481500,"Census Tract 4815, Fairfax County, Virginia",97.2,99.3,96.7,95.7,0.4054,59.46,0.89672
51059492500,"Census Tract 4925, Fairfax County, Virginia",95.4,99.6,97.4,95.2,0.3904,60.96,0.89712
51059431400,"Census Tract 4314, Fairfax County, Virginia",89.8,95.7,96.9,95.6,0.3363,66.37,0.88874
51059491301,"Census Tract 4913.01, Fairfax County, Virginia",85.2,99.5,96.7,96.9,0.3862,61.38,0.87936
51119951100,"Census Tract 9511, Middlesex County, Virginia",80.4,91.2,93,89.1,0.4736,52.64,0.81268
51099040400,"Census Tract 404, King George County, Virginia",90.4,100,97.9,88.7,0.3811,61.89,0.87778
51065020300,"Census Tract 203, Fluvanna County, Virginia",90.4,98,94,91.1,0.4074,59.26,0.86552
51089011300,"Census Tract 113, Henry County, Virginia",86.2,93.2,95.7,84.7,0.3661,63.39,0.84638
51089010200,"Census Tract 102, Henry County, Virginia",87.1,89,97.8,83.2,0.3883,61.17,0.83654
51089010602,"Census Tract 106.02, Henry County, Virginia",82.3,95.4,95,82.7,0.4193,58.07,0.82694
51003011201,"Census Tract 112.01, Albemarle County, Virginia",95.2,98.6,97.6,95,0.506,49.4,0.8716
51003010602,"Census Tract 106.02, Albemarle County, Virginia",98.7,96.9,99.6,96.6,0.3881,61.19,0.90598
51003010401,"Census Tract 104.01, Albemarle County, Virginia",92,97.8,97.6,92.8,0.5762,42.38,0.84516
51540000302,"Census Tract 3.02, Charlottesville city, Virginia",93.7,89.5,97.5,89,0.4315,56.85,0.8531
51049930200,"Census Tract 9302, Cumberland County, Virginia",88.4,93.1,97.8,88.1,0.3774,62.26,0.85932
51057950800,"Census Tract 9508, Essex County, Virginia",86.2,98.4,94.7,84.3,0.3608,63.92,0.85504
51043010200,"Census Tract 102, Clarke County, Virginia",91.7,97.1,99.2,94.5,0.439,56.1,0.8772
51105950500,"Census Tract 9505, Lee County, Virginia",81.6,89.4,78.3,77.4,0.5044,49.56,0.75252
51059482601,"Census Tract 4826.01, Fairfax County, Virginia",97.3,94.6,97.6,97,0.2995,70.05,0.9131
51159040200,"Census Tract 402, Richmond County, Virginia",75.5,100,100,91.9,0.3571,64.29,0.86338
51141030302,"Census Tract 303.02, Patrick County, Virginia",88,95.8,98,86,0.4166,58.34,0.85228
51133020100,"Census Tract 201, Northumberland County, Virginia",89.5,91.1,96.6,93,0.4618,53.82,0.84804
51149850400,"Census Tract 8504, Prince George County, Virginia",85.9,95.3,93.3,84.7,0.3943,60.57,0.83954
51143010700,"Census Tract 107, Pittsylvania County, Virginia",74.5,94.1,95.2,86.3,0.3544,64.56,0.82932
51143010400,"Census Tract 104, Pittsylvania County, Virginia",82.1,96.1,94.6,82.1,0.502,49.8,0.8094
51143010801,"Census Tract 108.01, Pittsylvania County, Virginia",84.6,97.1,95.3,87.2,0.4189,58.11,0.84462
51179010206,"Census Tract 102.06, Stafford County, Virginia",91.3,99.7,98,94.9,0.3671,63.29,0.89438
51179010106,"Census Tract 101.06, Stafford County, Virginia",94.2,98.1,97.4,94.7,0.445,55.5,0.8798
51169030500,"Census Tract 305, Scott County, Virginia",85.3,93.8,93,77.5,0.418,58.2,0.8156
51167030500,"Census Tract 305, Russell County, Virginia",85.3,86.7,96,78.6,0.4573,54.27,0.80174
51173030400,"Census Tract 304, Smyth County, Virginia",81.8,91.6,96.7,84.6,0.421,57.9,0.8252
51540000202,"Census Tract 2.02, Charlottesville city, Virginia",95.4,82.1,94.9,96.9,0.5448,45.52,0.82964
51540000700,"Census Tract 7, Charlottesville city, Virginia",98.5,96.2,95.6,95.2,0.6153,38.47,0.84794
51630000500,"Census Tract 5, Fredericksburg city, Virginia",92.3,97.1,93.4,88.6,0.3891,61.09,0.86498
51197050402,"Census Tract 504.02, Wythe County, Virginia",88.8,96.3,93.9,92,0.3459,65.41,0.87282
51660000402,"Census Tract 4.02, Harrisonburg city, Virginia",71.8,92,93.3,87.4,0.4149,58.51,0.80602
51510200802,"Census Tract 2008.02, Alexandria city, Virginia",95.6,88.9,97.9,92.8,0.4582,54.18,0.85876
51510201100,"Census Tract 2011, Alexandria city, Virginia",92.1,98.1,94.5,95,0.4379,56.21,0.87182
51510202001,"Census Tract 2020.01, Alexandria city, Virginia",98.9,93.9,96.4,97.7,0.4301,56.99,0.88778
51670820400,"Census Tract 8204, Hopewell city, Virginia",87.9,100,95.8,86.7,0.4343,56.57,0.85394
51191010700,"Census Tract 107, Washington County, Virginia",84.4,94.9,94.6,84.7,0.4461,55.39,0.82798
51683910401,"Census Tract 9104.01, Manassas city, Virginia",75.6,99.5,97.3,95.2,0.3842,61.58,0.85836
51683910201,"Census Tract 9102.01, Manassas city, Virginia",88.7,94.8,93.1,94.3,0.3881,61.19,0.86418
51590000200,"Census Tract 2, Danville city, Virginia",83.7,79.9,91.5,88.1,0.4088,59.12,0.80464
51590000500,"Census Tract 5, Danville city, Virginia",76.3,65.7,93.4,78.5,0.4439,55.61,0.73902
51690000200,"Census Tract 2, Martinsville city, Virginia",73.3,67.3,97.5,71,0.5397,46.03,0.71026
51690000300,"Census Tract 3, Martinsville city, Virginia",89.8,76.6,99.7,83.6,0.4203,57.97,0.81534
51730811100,"Census Tract 8111, Petersburg city, Virginia",94.2,95.7,88,89.1,0.3626,63.74,0.86148
51760020600,"Census Tract 206, Richmond city, Virginia",91.6,88.6,98.3,90.4,0.4121,58.79,0.85538
51760060200,"Census Tract 602, Richmond city, Virginia",82.6,77.9,89.3,81.9,0.4805,51.95,0.7673
51760010401,"Census Tract 104.01, Richmond city, Virginia",95.4,82.2,97.6,87.5,0.4892,51.08,0.82756
51760010300,"Census Tract 103, Richmond city, Virginia",85.7,54.3,90.8,82.2,0.4577,54.23,0.73446
51760060600,"Census Tract 606, Richmond city, Virginia",98.3,99.2,98.9,85.3,0.437,56.3,0.876
51760040500,"Census Tract 405, Richmond city, Virginia",96.5,86.1,97.3,91.4,0.5811,41.89,0.82638
51013102802,"Census Tract 1028.02, Arlington County, Virginia",95.4,100,94.6,93.8,0.3759,62.41,0.89242
51013102400,"Census Tract 1024, Arlington County, Virginia",87.1,92.3,99.6,95.8,0.385,61.5,0.8726
51790000200,"Census Tract 2, Staunton city, Virginia",82.3,91.6,96.6,87.4,0.4288,57.12,0.83004
51075400200,"Census Tract 4002, Goochland County, Virginia",88.7,98.9,96.2,93.1,0.4744,52.56,0.85892
51041100823,"Census Tract 1008.23, Chesterfield County, Virginia",92,94.5,97.3,90.4,0.3166,68.34,0.88508
51041100702,"Census Tract 1007.02, Chesterfield County, Virginia",94.8,99.6,92.3,87,0.4583,54.17,0.85574
51041100936,"Census Tract 1009.36, Chesterfield County, Virginia",94.2,100,96.2,93.5,0.3908,60.92,0.88964
51041100932,"Census Tract 1009.32, Chesterfield County, Virginia",95.9,99.2,97.4,95.5,0.4239,57.61,0.89122
51041100814,"Census Tract 1008.14, Chesterfield County, Virginia",87.2,96.2,91.3,92.8,0.3206,67.94,0.87088
51041100508,"Census Tract 1005.08, Chesterfield County, Virginia",91.2,99,94.6,91.2,0.341,65.9,0.8838
51035080300,"Census Tract 803, Carroll County, Virginia",73.6,89,98.8,82.5,0.4836,51.64,0.79108
51077060102,"Census Tract 601.02, Grayson County, Virginia",88.6,98.6,96.7,84.2,0.3783,62.17,0.86054
51840000202,"Census Tract 2.02, Winchester city, Virginia",96.4,91,99.4,94.3,0.4204,57.96,0.87812
51081880200,"Census Tract 8802, Greensville County, Virginia",76.4,86.3,93.4,90.2,0.4646,53.54,0.79968
51083930500,"Census Tract 9305, Halifax County, Virginia",86,91.4,98.2,92.7,0.4332,56.68,0.84996
51083930302,"Census Tract 9303.02, Halifax County, Virginia",87.6,97.5,99.1,80.6,0.3465,65.35,0.8603
51051040100,"Census Tract 401, Dickenson County, Virginia",79.3,88.2,94.4,77.8,0.4486,55.14,0.78968
51085320400,"Census Tract 3204, Hanover County, Virginia",87.3,98.1,96.6,94.8,0.4037,59.63,0.87286
51085321202,"Census Tract 3212.02, Hanover County, Virginia",92.2,89.2,98.7,88.5,0.4317,56.83,0.85086
51085320602,"Census Tract 3206.02, Hanover County, Virginia",90.3,96.9,93.8,89.5,0.4435,55.65,0.8523
51085320300,"Census Tract 3203, Hanover County, Virginia",94.3,100,95.5,93.6,0.3706,62.94,0.89268
51085321201,"Census Tract 3212.01, Hanover County, Virginia",91.4,99,97.9,91.9,0.5811,41.89,0.84418
51073100302,"Census Tract 1003.02, Gloucester County, Virginia",92,99.4,96.5,91.6,0.3431,65.69,0.89038
51023040502,"Census Tract 405.02, Botetourt County, Virginia",93.9,89.3,98,90.6,0.3597,64.03,0.87166
51153901219,"Census Tract 9012.19, Prince William County, Virginia",98,100,94.8,96.7,0.3027,69.73,0.91846
51153901601,"Census Tract 9016.01, Prince William County, Virginia",82.5,93.3,96.5,92.1,0.3676,63.24,0.85528
51153901226,"Census Tract 9012.26, Prince William County, Virginia",93.6,97.2,95.6,91.1,0.3133,68.67,0.89234
51153901223,"Census Tract 9012.23, Prince William County, Virginia",92.9,99.2,90.8,92.8,0.3707,62.93,0.87726
51153901503,"Census Tract 9015.03, Prince William County, Virginia",95.7,99.6,97.9,94.1,0.4068,59.32,0.89324
51067020400,"Census Tract 204, Franklin County, Virginia",89,95,98.7,80.3,0.3643,63.57,0.85314
51107610900,"Census Tract 6109, Loudoun County, Virginia",92.5,94.3,96.7,91.5,0.5434,45.66,0.84132
51550020100,"Census Tract 201, Chesapeake city, Virginia",80.8,83.1,87.3,90.3,0.4488,55.12,0.79324
51550021200,"Census Tract 212, Chesapeake city, Virginia",94.4,100,98.8,88.4,0.3579,64.21,0.89162
51550021401,"Census Tract 214.01, Chesapeake city, Virginia",89.9,98.6,95.6,88.3,0.3633,63.67,0.87214
51550021009,"Census Tract 210.09, Chesapeake city, Virginia",97.5,95.7,92.4,95.9,0.344,65.6,0.8942
51145500300,"Census Tract 5003, Powhatan County, Virginia",71.5,100,99.5,93.9,0.3114,68.86,0.86752
51810042600,"Census Tract 426, Virginia Beach city, Virginia",96.9,96.7,98.8,88.3,0.4442,55.58,0.87256
51810043800,"Census Tract 438, Virginia Beach city, Virginia",98.5,97.4,97.6,97.7,0.502,49.8,0.882
51810045405,"Census Tract 454.05, Virginia Beach city, Virginia",94.7,98.3,93.6,88.9,0.3429,65.71,0.88242
51810045803,"Census Tract 458.03, Virginia Beach city, Virginia",94.5,100,100,92.7,0.4218,57.82,0.89004
51810046207,"Census Tract 462.07, Virginia Beach city, Virginia",94.5,96.8,95.1,94.6,0.3486,65.14,0.89228
51810046217,"Census Tract 462.17, Virginia Beach city, Virginia",93.9,100,96.8,93.9,0.297,70.3,0.9098
51810046014,"Census Tract 460.14, Virginia Beach city, Virginia",97.3,99.2,97.8,91.1,0.302,69.8,0.9104
51810046212,"Census Tract 462.12, Virginia Beach city, Virginia",97.8,99.2,93.1,91.2,0.3421,65.79,0.89418
51770001200,"Census Tract 12, Roanoke city, Virginia",90,83.8,96.6,89.5,0.4981,50.19,0.82018
51770002700,"Census Tract 27, Roanoke city, Virginia",84.7,90.5,94.8,87.8,0.4136,58.64,0.83288
51195931200,"Census Tract 9312, Wise County, Virginia",76.4,90.3,91.1,76.8,0.4673,53.27,0.77574
51199050500,"Census Tract 505, York County, Virginia",93.6,97.5,97.6,91.3,0.4716,52.84,0.86568
51199050402,"Census Tract 504.02, York County, Virginia",94.8,97.3,93.5,93.1,0.3913,60.87,0.87914
51199050304,"Census Tract 503.04, York County, Virginia",96.7,98.4,95,91.9,0.3154,68.46,0.90092
51650010306,"Census Tract 103.06, Hampton city, Virginia",92.3,96.1,89.1,87.4,0.393,60.7,0.8512
51650010900,"Census Tract 109, Hampton city, Virginia",88.6,83.7,92.1,89.5,0.4621,53.79,0.81538
51650011300,"Census Tract 113, Hampton city, Virginia",85.5,87.9,90.9,84.8,0.4571,54.29,0.80678
51650011200,"Census Tract 112, Hampton city, Virginia",91.4,94.8,92.7,87.6,0.4062,59.38,0.85176
51700030300,"Census Tract 303, Newport News city, Virginia",88.9,76.9,95.5,83.3,0.4525,54.75,0.7987
51700030100,"Census Tract 301, Newport News city, Virginia",87.6,56.4,92.2,72,0.421,57.9,0.7322
51700031800,"Census Tract 318, Newport News city, Virginia",97.4,99.5,97.3,95.3,0.4917,50.83,0.88066
51740210200,"Census Tract 2102, Portsmouth city, Virginia",89.2,92.8,90.6,86.2,0.3048,69.52,0.85664
51740211500,"Census Tract 2115, Portsmouth city, Virginia",67.5,85.5,96.9,88.1,0.4102,58.98,0.79396
51740211800,"Census Tract 2118, Portsmouth city, Virginia",82.7,57,83.9,78,0.5281,47.19,0.69758
51740212900,"Census Tract 2129, Portsmouth city, Virginia",93.2,95.2,95.2,92.1,0.3663,63.37,0.87814
51700031200,"Census Tract 312, Newport News city, Virginia",89.3,78,96.7,78.5,0.3843,61.57,0.80814
51800065200,"Census Tract 652, Suffolk city, Virginia",89.3,95.5,89.7,87.6,0.4508,54.92,0.83404
51710005902,"Census Tract 59.02, Norfolk city, Virginia",82.5,90.4,94,89.8,0.4471,55.29,0.82398
51710006607,"Census Tract 66.07, Norfolk city, Virginia",94.5,96.2,95.1,90.9,0.3148,68.52,0.89044
51710000600,"Census Tract 6, Norfolk city, Virginia",86.7,86.7,96.2,87.5,0.3844,61.56,0.83732
51710001400,"Census Tract 14, Norfolk city, Virginia",86.9,71,96.9,86.1,0.5385,46.15,0.7741
51710000202,"Census Tract 2.02, Norfolk city, Virginia",94.6,97.3,97,86.8,0.3675,63.25,0.8779
51710002100,"Census Tract 21, Norfolk city, Virginia",85.4,85.6,97.3,91.6,0.574,42.6,0.805
51710004001,"Census Tract 40.01, Norfolk city, Virginia",100,98.8,99.9,98.7,0.3686,63.14,0.92108
51710004400,"Census Tract 44, Norfolk city, Virginia",77.1,78.7,95.8,84.5,0.4284,57.16,0.78652
51710005100,"Census Tract 51, Norfolk city, Virginia",80.3,73.8,86.7,93,0.472,52.8,0.7732
51680000203,"Census Tract 2.03, Lynchburg city, Virginia",99.5,95.7,92.5,92,0.2892,71.08,0.90156
51009010504,"Census Tract 105.04, Amherst County, Virginia",89.1,89.4,91.9,87.4,0.4042,59.58,0.83476
51009010402,"Census Tract 104.02, Amherst County, Virginia",88.3,94.6,96.9,88.6,0.3925,60.75,0.8583
51031020900,"Census Tract 209, Campbell County, Virginia",80.2,92.3,95.9,88.9,0.4027,59.73,0.83406
51187020400,"Census Tract 204, Warren County, Virginia",83.7,89.2,89.7,88,0.3923,60.77,0.82274
51079030101,"Census Tract 301.01, Greene County, Virginia",82.2,97.2,96.2,90.2,0.4782,52.18,0.83596
51139030100,"Census Tract 301, Page County, Virginia",85,89.4,96.2,84.7,0.4244,57.56,0.82572
51047930202,"Census Tract 9302.02, Culpeper County, Virginia",86.8,98.3,97.1,87.5,0.377,62.3,0.864
51047930300,"Census Tract 9303, Culpeper County, Virginia",82.7,91.1,92.9,91.4,0.4164,58.36,0.83292
51061930704,"Census Tract 9307.04, Fauquier County, Virginia",95.8,100,98.4,94.6,0.3719,62.81,0.90322
51187020602,"Census Tract 206.02, Warren County, Virginia",86,94,93.3,89.3,0.3594,64.06,0.85332
51155210700,"Census Tract 2107, Pulaski County, Virginia",87,92.7,98.3,84.8,0.3674,63.26,0.85212
