geoid,name,percent_high_school,percent_vehicle,percent_employed,percent_not_disabled,gini_index,reverse_gini,resilience
51013102100,"Census Tract 1021, Arlington County, Virginia",90.4,84.3,94.4,94.3,0.5135,48.65,0.8241
51013101100,"Census Tract 1011, Arlington County, Virginia",98.9,98.8,98.4,95.9,0.382,61.8,0.9076
51013101200,"Census Tract 1012, Arlington County, Virginia",92.1,96.3,97.6,94,0.3801,61.99,0.88398
51041100912,"Census Tract 1009.12, Chesterfield County, Virginia",96,98.5,97.8,92,0.3802,61.98,0.89256
51041100405,"Census Tract 1004.05, Chesterfield County, Virginia",67.8,95.7,92.6,85.9,0.3188,68.12,0.82024
51041100410,"Census Tract 1004.10, Chesterfield County, Virginia",88.2,88.3,96.6,81,0.4572,54.28,0.81676
51051040400,"Census Tract 404, Dickenson County, Virginia",72.8,91,93.8,80.1,0.7119,28.81,0.73302
51085320100,"Census Tract 3201, Hanover County, Virginia",93.2,97.2,96.8,90.8,0.4232,57.68,0.87136
51085321100,"Census Tract 3211, Hanover County, Virginia",93.5,96.8,98.9,91.9,0.3769,62.31,0.88682
51107611300,"Census Tract 6113, Loudoun County, Virginia",88.7,100,93,95.2,0.3971,60.29,0.87438
51153901221,"Census Tract 9012.21, Prince William County, Virginia",95.3,97.7,95.7,94.7,0.3416,65.84,0.89848
51820003300,"Census Tract 33, Waynesboro city, Virginia",83.7,93.7,94,78.3,0.5535,44.65,0.7887
51810040404,"Census Tract 404.04, Virginia Beach city, Virginia",97.7,91.9,98.3,94.1,0.3811,61.89,0.88778
51810041004,"Census Tract 410.04, Virginia Beach city, Virginia",87.5,97.5,96.5,92.4,0.2986,70.14,0.88808
51810041600,"Census Tract 416, Virginia Beach city, Virginia",96.2,93.3,90.9,92.1,0.4333,56.67,0.85834
51810045806,"Census Tract 458.06, Virginia Beach city, Virginia",89.4,96.1,94.6,90,0.336,66.4,0.873
51810045809,"Census Tract 458.09, Virginia Beach city, Virginia",93.9,87.1,96.6,89.5,0.3765,62.35,0.8589
51810046223,"Census Tract 462.23, Virginia Beach city, Virginia",88.7,97.9,96.2,93,0.3359,66.41,0.88442
51550020700,"Census Tract 207, Chesapeake city, Virginia",87.4,86.1,93.8,83.1,0.3849,61.51,0.82382
51550021011,"Census Tract 210.11, Chesapeake city, Virginia",97.3,100,88.6,92.2,0.3251,67.49,0.89118
51770001900,"Census Tract 19, Roanoke city, Virginia",91.9,91.6,96.1,91.1,0.4375,56.25,0.8539
51650010601,"Census Tract 106.01, Hampton city, Virginia",86.6,81.9,97.2,93.2,0.4606,53.94,0.82568
51650010602,"Census Tract 106.02, Hampton city, Virginia",83,91.9,97.1,78.4,0.4972,50.28,0.80136
51700030500,"Census Tract 305, Newport News city, Virginia",78.7,82.9,95.7,84.5,0.5506,44.94,0.77348
51700032124,"Census Tract 321.24, Newport News city, Virginia",91.2,93.2,96.7,81.9,0.3335,66.65,0.8593
51700030600,"Census Tract 306, Newport News city, Virginia",75.9,69.7,91.7,84.6,0.3846,61.54,0.76688
51710005701,"Census Tract 57.01, Norfolk city, Virginia",84.2,75.8,90.8,78.2,0.5489,45.11,0.74822
51710006100,"Census Tract 61, Norfolk city, Virginia",86.7,89.1,94.8,83.8,0.551,44.9,0.7986
51710001100,"Census Tract 11, Norfolk city, Virginia",89.6,76.5,90.6,92.1,0.4032,59.68,0.81696
51710003100,"Census Tract 31, Norfolk city, Virginia",87.7,88.4,92.6,84.1,0.3349,66.51,0.83862
51710004200,"Census Tract 42, Norfolk city, Virginia",57.6,43.7,92.1,79.5,0.4921,50.79,0.64738
51740210900,"Census Tract 2109, Portsmouth city, Virginia",92.6,92.9,95.2,85.4,0.4534,54.66,0.84152
51740212702,"Census Tract 2127.02, Portsmouth city, Virginia",92.5,93.8,100,89.2,0.3532,64.68,0.88036
51680001900,"Census Tract 19, Lynchburg city, Virginia",79.6,76.8,93.6,87.7,0.3975,60.25,0.7959
51031020700,"Census Tract 207, Campbell County, Virginia",81.9,90.9,86.7,88.3,0.4476,55.24,0.80608
51161030203,"Census Tract 302.03, Roanoke County, Virginia",96,94.1,96,91.5,0.3325,66.75,0.8887
51161030201,"Census Tract 302.01, Roanoke County, Virginia",93,98.9,96.8,93.3,0.3613,63.87,0.89174
51171040400,"Census Tract 404, Shenandoah County, Virginia",89.2,98.9,95,93.1,0.3473,65.27,0.88294
51015070100,"Census Tract 701, Augusta County, Virginia",74.5,92.4,96.5,83.3,0.4061,59.39,0.81218
51005070100,"Census Tract 701, Alleghany County, Virginia",89.8,84.6,90.7,81.7,0.4988,50.12,0.79384
51095080402,"Census Tract 804.02, James City County, Virginia",96.8,93.1,95.3,89.5,0.4151,58.49,0.86638
51121021000,"Census Tract 210, Montgomery County, Virginia",96.9,97.2,99.5,86,0.4298,57.02,0.87324
51029930101,"Census Tract 9301.01, Buckingham County, Virginia",83.2,95.6,90.9,85.7,0.3853,61.47,0.83374
51700032126,"Census Tract 321.26, Newport News city, Virginia",84.9,89.5,96.1,81.2,0.4396,56.04,0.81548
51710002000,"Census Tract 20, Norfolk city, Virginia",91.8,96.5,92.7,90.9,0.3534,64.66,0.87312
51710004500,"Census Tract 45, Norfolk city, Virginia",80.8,77,70.3,88.3,0.4734,52.66,0.73812
51770001100,"Census Tract 11, Roanoke city, Virginia",94.3,91.7,95.9,96.9,0.5944,40.56,0.83872
51107611019,"Census Tract 6110.19, Loudoun County, Virginia",95.7,96.4,96.5,96.4,0.2893,71.07,0.91214
51107611501,"Census Tract 6115.01, Loudoun County, Virginia",89.3,99.2,97.3,95.3,0.4328,56.72,0.87564
51107611023,"Census Tract 6110.23, Loudoun County, Virginia",97.8,98.7,97.1,96.7,0.2786,72.14,0.92488
51013102302,"Census Tract 1023.02, Arlington County, Virginia",88,92.9,96,96.8,0.4343,56.57,0.86054
51041100107,"Census Tract 1001.07, Chesterfield County, Virginia",88.9,95.7,89.4,83.3,0.4662,53.38,0.82136
51019030501,"Census Tract 305.01, Bedford County, Virginia",84.2,99.1,97.4,85.4,0.3141,68.59,0.86938
51059420203,"Census Tract 4202.03, Fairfax County, Virginia",97,96.9,96.9,95.6,0.3131,68.69,0.91018
51059471402,"Census Tract 4714.02, Fairfax County, Virginia",82.4,96.3,97.8,91.8,0.4626,53.74,0.84408
51059452302,"Census Tract 4523.02, Fairfax County, Virginia",83.9,97,94.5,96.4,0.4169,58.31,0.86022
51059461901,"Census Tract 4619.01, Fairfax County, Virginia",94.2,87.2,95.8,95.5,0.4504,54.96,0.85532
51059481105,"Census Tract 4811.05, Fairfax County, Virginia",96.1,100,97.1,95,0.2921,70.79,0.91798
51059481000,"Census Tract 4810, Fairfax County, Virginia",76.6,97.9,96.5,97.6,0.3114,68.86,0.87492
51177020108,"Census Tract 201.08, Spotsylvania County, Virginia",79.1,93.4,94.8,90.3,0.3989,60.11,0.83542
51810045428,"Census Tract 454.28, Virginia Beach city, Virginia",92.8,82.8,96.6,92,0.4072,59.28,0.84696
51810046221,"Census Tract 462.21, Virginia Beach city, Virginia",88.7,90.5,90.2,92.7,0.3588,64.12,0.85244
51153901236,"Census Tract 9012.36, Prince William County, Virginia",95.7,100,97.9,96.4,0.3243,67.57,0.91514
51153901511,"Census Tract 9015.11, Prince William County, Virginia",97.1,98.8,99.3,92.3,0.3517,64.83,0.90466
51179010212,"Census Tract 102.12, Stafford County, Virginia",95.7,98.9,96.9,94.6,0.3185,68.15,0.9085
51095080205,"Census Tract 802.05, James City County, Virginia",90.8,91.8,96.2,87.3,0.4918,50.82,0.83384
51177020314,"Census Tract 203.14, Spotsylvania County, Virginia",84.4,95.6,95.7,96.7,0.2353,76.47,0.89774
51179010306,"Census Tract 103.06, Stafford County, Virginia",93.4,77.3,98.6,89.8,0.4078,59.22,0.83664
51179010215,"Census Tract 102.15, Stafford County, Virginia",85.9,98.5,90.9,99.1,0.3996,60.04,0.86888
51137110107,"Census Tract 1101.07, Orange County, Virginia",95.5,100,93.6,87.9,0.2779,72.21,0.89842
51059461606,"Census Tract 4616.06, Fairfax County, Virginia",90.1,87.6,99.7,98.6,0.3146,68.54,0.88908
51059482206,"Census Tract 4822.06, Fairfax County, Virginia",87.7,83,100,91.4,0.4678,53.22,0.83064
51760071004,"Census Tract 710.04, Richmond city, Virginia",79.1,70.4,94.2,78.2,0.5306,46.94,0.73768
51510201804,"Census Tract 2018.04, Alexandria city, Virginia",95.7,94.6,98.5,96.9,0.3508,64.92,0.90124
51510200110,"Census Tract 2001.10, Alexandria city, Virginia",100,98.5,96,89.3,0.364,63.6,0.8948
51800075208,"Census Tract 752.08, Suffolk city, Virginia",94.4,97.2,94.2,88.6,0.331,66.9,0.8826
51800075407,"Census Tract 754.07, Suffolk city, Virginia",93.2,89.3,100,93.7,0.4158,58.42,0.86924
51095080307,"Census Tract 803.07, James City County, Virginia",98.3,99.4,93.2,87.1,0.3372,66.28,0.88856
51680000901,"Census Tract 9.01, Lynchburg city, Virginia",85.5,89.8,89.6,83,0.3615,63.85,0.8235
51017920101,"Census Tract 9201.01, Bath County, Virginia",94,97.7,97.9,88.3,0.4799,52.01,0.85982
51678980000,"Census Tract 9800, Lexington city, Virginia",97.5,79.2,97.6,96.5,0.4,60,0.8616
51193010402,"Census Tract 104.02, Westmoreland County, Virginia",87.8,90.2,93.6,90.3,0.4776,52.24,0.82828
51840000101,"Census Tract 1.01, Winchester city, Virginia",81.8,97.7,98.1,85.9,0.3636,63.64,0.85428
51840000102,"Census Tract 1.02, Winchester city, Virginia",79.6,90.1,98.9,85.1,0.3558,64.42,0.83624
51810045430,"Census Tract 454.30, Virginia Beach city, Virginia",92.2,90.4,97.2,84.5,0.332,66.8,0.8622
51550021604,"Census Tract 216.04, Chesapeake city, Virginia",93.6,100,96,86.9,0.4744,52.56,0.85812
51550021303,"Census Tract 213.03, Chesapeake city, Virginia",96.1,100,100,89.4,0.374,62.6,0.8962
51167030201,"Census Tract 302.01, Russell County, Virginia",78,93.3,91.8,69.5,0.453,54.7,0.7746
51069051001,"Census Tract 510.01, Frederick County, Virginia",88.9,97.1,97,95.6,0.4116,58.84,0.87488
51087201503,"Census Tract 2015.03, Henrico County, Virginia",96.8,91.7,96,86.1,0.3806,61.94,0.86508
51087200152,"Census Tract 2001.52, Henrico County, Virginia",95.7,91.3,98.8,94.7,0.3339,66.61,0.89422
51087200149,"Census Tract 2001.49, Henrico County, Virginia",96.9,98.7,99.4,97.1,0.4725,52.75,0.8897
51013101503,"Census Tract 1015.03, Arlington County, Virginia",97.3,100,100,96,0.3666,63.34,0.91328
51013101704,"Census Tract 1017.04, Arlington County, Virginia",99.6,57.7,91.9,96.6,0.3532,64.68,0.82096
51003010303,"Census Tract 103.03, Albemarle County, Virginia",89.9,99,96.7,93.5,0.3281,67.19,0.89258
51153901016,"Census Tract 9010.16, Prince William County, Virginia",93.7,97.3,89.7,86.4,0.3096,69.04,0.87228
51087201003,"Census Tract 2010.03, Henrico County, Virginia",87.3,90.3,94.7,88.7,0.5291,47.09,0.81618
51087200109,"Census Tract 2001.09, Henrico County, Virginia",97.6,97,97.8,97.2,0.401,59.9,0.899
51087200303,"Census Tract 2003.03, Henrico County, Virginia",85.4,96.8,98.9,95.1,0.3511,64.89,0.88218
51087200805,"Census Tract 2008.05, Henrico County, Virginia",86.7,75.3,86.1,91.1,0.6129,38.71,0.75582
51111930100,"Census Tract 9301, Lunenburg County, Virginia",81.3,90.5,96,89.3,0.4444,55.56,0.82532
51059432202,"Census Tract 4322.02, Fairfax County, Virginia",94.4,95.8,93.3,95.9,0.3383,66.17,0.89114
51059432500,"Census Tract 4325, Fairfax County, Virginia",96.5,99.5,91,93.7,0.2722,72.78,0.90696
51059452200,"Census Tract 4522, Fairfax County, Virginia",83.6,92.3,93.8,93.1,0.4075,59.25,0.8441
51059430500,"Census Tract 4305, Fairfax County, Virginia",93.3,100,98.4,91.9,0.2868,71.32,0.90984
51059480903,"Census Tract 4809.03, Fairfax County, Virginia",85.3,89,98.6,92.8,0.3492,65.08,0.86156
51059460702,"Census Tract 4607.02, Fairfax County, Virginia",97.3,98.7,94.2,96.4,0.4719,52.81,0.87882
51059482100,"Census Tract 4821, Fairfax County, Virginia",96.7,96.3,99.6,95.3,0.4226,57.74,0.89128
51059460701,"Census Tract 4607.01, Fairfax County, Virginia",87.4,99.1,98.2,94.8,0.477,52.3,0.8636
51059421200,"Census Tract 4212, Fairfax County, Virginia",97.3,99.6,98.6,96.3,0.3078,69.22,0.92204
51059420100,"Census Tract 4201, Fairfax County, Virginia",84.2,96.8,94.7,92.3,0.3407,65.93,0.86786
51059451000,"Census Tract 4510, Fairfax County, Virginia",88.6,99.3,94.1,89.7,0.3585,64.15,0.8717
51059450900,"Census Tract 4509, Fairfax County, Virginia",95.6,100,97.6,98,0.3032,69.68,0.92176
51059420201,"Census Tract 4202.01, Fairfax County, Virginia",90.4,98.1,93.8,92.4,0.3274,67.26,0.88392
51059415402,"Census Tract 4154.02, Fairfax County, Virginia",95.2,98.1,98.4,94.3,0.4325,56.75,0.8855
51059450200,"Census Tract 4502, Fairfax County, Virginia",75.8,93.9,92.8,96.9,0.4161,58.39,0.83558
51059432401,"Census Tract 4324.01, Fairfax County, Virginia",97.7,100,96.6,92,0.2775,72.25,0.9171
51059491401,"Census Tract 4914.01, Fairfax County, Virginia",96.6,96.8,99.2,95.1,0.3367,66.33,0.90806
51089010100,"Census Tract 101, Henry County, Virginia",78.6,93.7,76.9,90.7,0.3981,60.19,0.80018
51670820100,"Census Tract 8201, Hopewell city, Virginia",85.2,86.1,89,76.7,0.4777,52.23,0.77846
51730810600,"Census Tract 8106, Petersburg city, Virginia",68.7,66.9,85,68.1,0.5018,49.82,0.67704
51730810900,"Census Tract 8109, Petersburg city, Virginia",83,93.1,80.7,85.3,0.4353,56.47,0.79714
51510200102,"Census Tract 2001.02, Alexandria city, Virginia",85.1,87.1,92.8,93.6,0.3774,62.26,0.84172
51510201202,"Census Tract 2012.02, Alexandria city, Virginia",98.3,96.5,96.5,96.4,0.4099,59.01,0.89342
51510202002,"Census Tract 2020.02, Alexandria city, Virginia",99.8,90.6,98.1,94.9,0.4818,51.82,0.87044
51760070802,"Census Tract 708.02, Richmond city, Virginia",64.5,92.1,97.6,80.5,0.4341,56.59,0.78258
51760070300,"Census Tract 703, Richmond city, Virginia",93.3,91.1,96.7,89.6,0.4615,53.85,0.8491
51760010500,"Census Tract 105, Richmond city, Virginia",88.9,88.7,97.3,89,0.4484,55.16,0.83812
51760041600,"Census Tract 416, Richmond city, Virginia",95.3,99.3,97.9,94.9,0.4899,51.01,0.87682
51760040400,"Census Tract 404, Richmond city, Virginia",95.7,72,89.1,86.6,0.64,36,0.7588
51177020307,"Census Tract 203.07, Spotsylvania County, Virginia",88.3,98.9,96.4,91,0.371,62.9,0.875
51520020100,"Census Tract 201, Bristol city, Virginia",78,89.8,97.6,72.6,0.4451,55.49,0.78698
51540000201,"Census Tract 2.01, Charlottesville city, Virginia",91.3,94.9,90.1,93.7,0.4916,50.84,0.84168
51570830300,"Census Tract 8303, Colonial Heights city, Virginia",93.5,100,98.5,95.5,0.3313,66.87,0.90874
51167030100,"Census Tract 301, Russell County, Virginia",74.5,97,86.4,67.4,0.4819,51.81,0.75422
51590000600,"Census Tract 6, Danville city, Virginia",83,69.7,92.7,87.1,0.4663,53.37,0.77174
51600300200,"Census Tract 3002, Fairfax city, Virginia",89.4,96.8,97.7,95.3,0.4203,57.97,0.87434
51620090200,"Census Tract 902, Franklin city, Virginia",75.3,78.2,87.3,80.9,0.4442,55.58,0.75456
51630000100,"Census Tract 1, Fredericksburg city, Virginia",97.5,90.8,95.2,93,0.4922,50.78,0.85456
51840000201,"Census Tract 2.01, Winchester city, Virginia",88,95.4,97.3,91,0.4726,52.74,0.84888
51013100100,"Census Tract 1001, Arlington County, Virginia",94.2,99.5,98.2,96.6,0.3841,61.59,0.90018
51013100200,"Census Tract 1002, Arlington County, Virginia",96.5,98.5,98.5,96.8,0.4334,56.66,0.89392
51013100700,"Census Tract 1007, Arlington County, Virginia",93.3,90.4,98.6,94.2,0.4656,53.44,0.85988
51013103601,"Census Tract 1036.01, Arlington County, Virginia",95.4,92.1,98.5,95.9,0.3365,66.35,0.8965
51013101701,"Census Tract 1017.01, Arlington County, Virginia",95.9,70.7,98.3,95.4,0.3554,64.46,0.84952
51041100921,"Census Tract 1009.21, Chesterfield County, Virginia",93.8,98.2,97.9,96.4,0.3727,62.73,0.89806
51041100600,"Census Tract 1006, Chesterfield County, Virginia",97,93.9,85.7,90.9,0.3557,64.43,0.86386
51041100816,"Census Tract 1008.16, Chesterfield County, Virginia",91.4,99.3,93.4,90.8,0.3535,64.65,0.8791
51041100923,"Census Tract 1009.23, Chesterfield County, Virginia",95.9,99.6,94.4,90.9,0.2491,75.09,0.91178
51041100920,"Census Tract 1009.20, Chesterfield County, Virginia",97.5,97.9,95,92.8,0.3688,63.12,0.89264
51083930400,"Census Tract 9304, Halifax County, Virginia",83.7,95.3,99,80.5,0.4063,59.37,0.83574
51085321001,"Census Tract 3210.01, Hanover County, Virginia",93.7,87.4,100,89.6,0.4161,58.39,0.85818
51153901403,"Census Tract 9014.03, Prince William County, Virginia",87.8,94.5,91.6,96.8,0.3611,63.89,0.86918
51153901211,"Census Tract 9012.11, Prince William County, Virginia",81.6,98.7,94.7,92.1,0.3565,64.35,0.8629
51153900702,"Census Tract 9007.02, Prince William County, Virginia",83.1,99.7,92.3,89.5,0.4009,59.91,0.84902
51175200100,"Census Tract 2001, Southampton County, Virginia",84.4,95.9,97.1,90.1,0.3688,63.12,0.86124
51175200500,"Census Tract 2005, Southampton County, Virginia",91,92.7,90,87.6,0.3973,60.27,0.84314
51770001000,"Census Tract 10, Roanoke city, Virginia",83.4,74.5,93.8,90.2,0.6514,34.86,0.75352
51810040802,"Census Tract 408.02, Virginia Beach city, Virginia",93.8,99.4,97.4,92.8,0.3627,63.73,0.89426
51810042400,"Census Tract 424, Virginia Beach city, Virginia",91.7,93.5,97.7,86.8,0.3754,62.46,0.86432
51810045415,"Census Tract 454.15, Virginia Beach city, Virginia",91.9,97.1,93.8,91.2,0.3341,66.59,0.88118
51810046002,"Census Tract 460.02, Virginia Beach city, Virginia",92,99,94.9,94.3,0.3923,60.77,0.88194
51810046213,"Census Tract 462.13, Virginia Beach city, Virginia",90.2,97.8,95.9,87.1,0.4703,52.97,0.84794
51810045420,"Census Tract 454.20, Virginia Beach city, Virginia",96.2,100,95.2,94.5,0.4149,58.51,0.88882
51810046225,"Census Tract 462.25, Virginia Beach city, Virginia",95,98.5,96.2,92.8,0.3425,65.75,0.8965
51810046224,"Census Tract 462.24, Virginia Beach city, Virginia",95.1,94.5,97.9,90.7,0.3305,66.95,0.8903
51550020905,"Census Tract 209.05, Chesapeake city, Virginia",82.6,97.3,99.1,92.2,0.4897,51.03,0.84446
51550021403,"Census Tract 214.03, Chesapeake city, Virginia",87.1,94.2,98.3,90.2,0.4172,58.28,0.85616
51107611502,"Census Tract 6115.02, Loudoun County, Virginia",75.5,94,93.9,95.3,0.3854,61.46,0.84032
51107611400,"Census Tract 6114, Loudoun County, Virginia",81.5,99.3,92.2,95.1,0.3885,61.15,0.8585
51740210400,"Census Tract 2104, Portsmouth city, Virginia",94.6,81,93.9,93.6,0.4155,58.45,0.8431
51740211700,"Census Tract 2117, Portsmouth city, Virginia",85.3,77.7,94.1,87.2,0.3206,67.94,0.82448
51740212802,"Census Tract 2128.02, Portsmouth city, Virginia",94.1,93.1,85.2,86.7,0.3706,62.94,0.84408
51047930400,"Census Tract 9304, Culpeper County, Virginia",83.9,98.5,94,90.9,0.4198,58.02,0.85064
51680000801,"Census Tract 8.01, Lynchburg city, Virginia",90.1,94.9,94.1,87.3,0.3413,65.87,0.86454
51680001700,"Census Tract 17, Lynchburg city, Virginia",91.5,94.5,95.7,91.8,0.3001,69.99,0.88698
51019030300,"Census Tract 303, Bedford County, Virginia",93,96.2,98.2,89.6,0.3924,60.76,0.87552
51095080102,"Census Tract 801.02, James City County, Virginia",81,95.5,92.4,89.1,0.4121,58.79,0.83358
51009010100,"Census Tract 101, Amherst County, Virginia",89.7,94.7,91.7,89.4,0.4813,51.87,0.83474
51031020300,"Census Tract 203, Campbell County, Virginia",94.3,98.6,92.8,93.9,0.3397,66.03,0.89126
51650010702,"Census Tract 107.02, Hampton city, Virginia",92.5,85.6,95.1,83.7,0.4968,50.32,0.81444
51650010502,"Census Tract 105.02, Hampton city, Virginia",95,86.5,93.7,90.6,0.3885,61.15,0.8539
51700030900,"Census Tract 309, Newport News city, Virginia",79.8,72.6,98.1,77.1,0.4436,55.64,0.76648
51700031400,"Census Tract 314, Newport News city, Virginia",90.2,93.5,86.9,79,0.4348,56.52,0.81224
51700032129,"Census Tract 321.29, Newport News city, Virginia",94.2,97.2,90.7,86.5,0.3173,68.27,0.87374
51027010600,"Census Tract 106, Buchanan County, Virginia",77,98.2,93.6,73.6,0.3752,62.48,0.80976
51027010100,"Census Tract 101, Buchanan County, Virginia",81,92.5,91.8,77.6,0.5653,43.47,0.77274
51710005601,"Census Tract 56.01, Norfolk city, Virginia",88.9,94.9,98.3,83.4,0.3446,65.54,0.86208
51710005702,"Census Tract 57.02, Norfolk city, Virginia",89.3,89.2,95.2,93.4,0.3539,64.61,0.86342
51710005901,"Census Tract 59.01, Norfolk city, Virginia",77.7,79.7,96.9,89.4,0.4546,54.54,0.79648
51710006200,"Census Tract 62, Norfolk city, Virginia",90.6,89.4,94.8,87.9,0.4327,56.73,0.83886
51710000300,"Census Tract 3, Norfolk city, Virginia",92.8,84.8,94.3,83.5,0.4029,59.71,0.83022
51710001300,"Census Tract 13, Norfolk city, Virginia",88.5,86.7,84.6,87.5,0.3538,64.62,0.82384
51710002700,"Census Tract 27, Norfolk city, Virginia",88.4,79.9,89.8,88.8,0.4442,55.58,0.80496
51710003200,"Census Tract 32, Norfolk city, Virginia",89.8,94.2,88.7,85.2,0.3377,66.23,0.84826
51710004600,"Census Tract 46, Norfolk city, Virginia",78.1,82.9,89.5,89.7,0.4789,52.11,0.78462
51091970100,"Census Tract 9701, Highland County, Virginia",90.7,96,88.6,87.7,0.385,61.5,0.849
51165011400,"Census Tract 114, Rockingham County, Virginia",80.4,95.5,98.7,93.7,0.4871,51.29,0.83918
51750010101,"Census Tract 101.01, Radford city, Virginia",98.2,96.8,95.8,93.6,0.5553,44.47,0.85774
51199050206,"Census Tract 502.06, York County, Virginia",92.7,98.7,96.5,93.3,0.3568,64.32,0.89104
51063920102,"Census Tract 9201.02, Floyd County, Virginia",89.8,95.6,98.2,89.9,0.4213,57.87,0.86274
51153900410,"Census Tract 9004.10, Prince William County, Virginia",90.6,99.6,95.6,95.8,0.3676,63.24,0.88968
51153901010,"Census Tract 9010.10, Prince William County, Virginia",98.8,100,94.2,94.5,0.2655,73.45,0.9219
51153901229,"Census Tract 9012.29, Prince William County, Virginia",88.1,95,96.9,94.7,0.2798,72.02,0.89344
51153901504,"Census Tract 9015.04, Prince William County, Virginia",98.4,96,94.7,94.1,0.3239,67.61,0.90162
51101950101,"Census Tract 9501.01, King William County, Virginia",94.4,95.8,95.6,89.8,0.3626,63.74,0.87868
51191010502,"Census Tract 105.02, Washington County, Virginia",86.7,89,95.7,82.2,0.4661,53.39,0.81398
51740213104,"Census Tract 2131.04, Portsmouth city, Virginia",93.6,100,94,90.7,0.288,71.2,0.899
51041100106,"Census Tract 1001.06, Chesterfield County, Virginia",95.9,100,97.1,95.7,0.299,70.1,0.9176
51041100406,"Census Tract 1004.06, Chesterfield County, Virginia",77.4,82.9,90.4,86.2,0.4001,59.99,0.79378
51510200105,"Census Tract 2001.05, Alexandria city, Virginia",89.1,92.3,99.7,85,0.3602,63.98,0.86016
51059431002,"Census Tract 4310.02, Fairfax County, Virginia",94.3,96,95.5,92.4,0.326,67.4,0.8912
51059420202,"Census Tract 4202.02, Fairfax County, Virginia",99,98.3,96.5,98.3,0.2556,74.44,0.93308
51059421701,"Census Tract 4217.01, Fairfax County, Virginia",64.9,94.4,92.3,95.7,0.4059,59.41,0.81342
51059471301,"Census Tract 4713.01, Fairfax County, Virginia",88.1,94.3,98.2,98.3,0.3622,63.78,0.88536
