pid,federal_provider_number,snh_tract_rfld_risks,snh_tract_cfld_risks,route_max_rfld_risks,route_max_cfld_risks,route_max_combined_risks
361691068,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
361692677,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
361777372,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
361778544,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
363548281,495002,13.3618592974904,,16.5619968600603,0,16.5619968600603
363560632,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
365747907,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
365754408,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
365764732,495002,13.3618592974904,,18.2760400344149,0,18.2760400344149
365788459,495002,13.3618592974904,,13.7966223986663,0,13.7966223986663
365793051,495002,13.3618592974904,,14.6306755660799,0,14.6306755660799
365806903,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
365816580,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368174107,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368176334,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368182566,495002,13.3618592974904,,18.2760400344149,0,18.2760400344149
368188430,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368189885,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368194318,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368212261,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368217996,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368220098,495002,13.3618592974904,,14.6306755660799,0,14.6306755660799
368224293,495002,13.3618592974904,,14.6306755660799,0,14.6306755660799
368240685,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368241303,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368241709,495002,13.3618592974904,,15.8939497837554,0,15.8939497837554
368247857,495002,13.3618592974904,,16.5619968600603,0,16.5619968600603
368250706,495002,13.3618592974904,,16.5619968600603,0,16.5619968600603
368252763,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368255088,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368259999,495002,13.3618592974904,,13.3618592974904,0,13.3618592974904
368278456,495002,13.3618592974904,,21.0685959607254,0,21.0685959607254
361408587,495011,9.72136561477052,2.59675779175613,22.4780438755006,6.46526567493768,28.94330955043828
361476409,495011,9.72136561477052,2.59675779175613,22.4780438755006,6.46526567493768,28.94330955043828
361541515,495011,9.72136561477052,2.59675779175613,16.3709867457022,6.96825734640123,23.33924409210343
361542292,495011,9.72136561477052,2.59675779175613,16.3709867457022,6.96825734640123,23.33924409210343
361547604,495011,9.72136561477052,2.59675779175613,16.3709867457022,6.96825734640123,23.33924409210343
362293005,495011,9.72136561477052,2.59675779175613,16.4844117623851,3.62164428953123,20.10605605191633
362419816,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
362438956,495011,9.72136561477052,2.59675779175613,16.3709867457022,6.96825734640123,23.33924409210343
362515456,495011,9.72136561477052,2.59675779175613,16.3709867457022,6.96825734640123,23.33924409210343
362562516,495011,9.72136561477052,2.59675779175613,9.72136561477052,3.62164428953123,13.34300990430175
362602858,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
362626828,495011,9.72136561477052,2.59675779175613,9.72136561477052,3.62164428953123,13.34300990430175
362697899,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
362824200,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
362966143,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363013145,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363045898,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
363054700,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363055215,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
363062940,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
363126501,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363215440,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363282883,495011,9.72136561477052,2.59675779175613,15.1554907762792,2.59675779175613,17.75224856803533
363435366,495011,9.72136561477052,2.59675779175613,13.4661915214079,3.62164428953123,17.08783581093913
